title,video_url,label,label_desc,channel
Prisoners unchain slow it down ☠️,https://www.youtube.com/watch?v=ugz8VnpmX3U,2,Entertainment,Proud Eso New
"Viewed Cybersecurity doesn’t have to be confusing. 🔐
We’ve designed a simple graphic that breaks down the essential terms in ethical hacking and cybersecurity—so you can quickly understand the language of digital defense.

#CyberSecurity #EthicalHacking #OnlineSafety #CyberAwareness #DigitalDefense #LearnCyberSecurity",https://www.youtube.com/post/Ugkxa_RWSBZufbNicSVSLolsfFfS_BJ0hQmM,1,Learning,zSecurity
https://www.youtube.com/watch?v=qipirw89y4c,https://www.youtube.com/watch?v=qipirw89y4c,4,Others,Unknown
Lec-53: Closure Properties of CFL (Context Free Languages) with explanation in Hindi,https://www.youtube.com/watch?v=0KsU-gavbE4,1,Learning,Gate Smashers
Despacito - iPhone Ringtone || Despacito instrumental Ringtone || Luis Fonsi Despacito Ringtone ||,https://www.youtube.com/watch?v=V1xU1jUPmGg,3,Music,VeeKrish Rox
SAFAR (Official Video) Juss x MixSingh,https://music.youtube.com/watch?v=LsUdoy7EH7M,3,Music,MixSingh
4.5 0/1 Knapsack - Two Methods - Dynamic Programming,https://www.youtube.com/watch?v=nLmhmB6NzcM,1,Learning,Abdul Bari
"Saiyaara Title Song | Ahaan Panday, Aneet Padda | Tanishk Bagchi, Faheem A, Arslan N | Irshad Kamil",https://www.youtube.com/watch?v=BSJa1UytM8w,3,Music,YRF
These dudes go insane.,https://www.youtube.com/watch?v=HS6l1eqLAYw,2,Entertainment,zontana 
Influencer_snacks  first 10 orders,https://www.youtube.com/watch?v=AFUPqRCfV8I,2,Entertainment,Unknown
Overthinking || ft. Introvert || SK Animeistic. ,https://www.youtube.com/watch?v=8SHBzNe8qZ0,2,Entertainment,SK Animeistic
अंतर्जातीय विवाह शास्त्रों के अनुसार उचित है या नहीं ? #premanand #premanandjimaharaj #pravachan,https://www.youtube.com/watch?v=KWnmLK69EII,2,Entertainment,Shri Radha Vallabh
LEO - Badass Ringtone | LEO | BGM Ringtones | Ringtone,https://www.youtube.com/watch?v=t3N0-vU3CCY,3,Music,BGM Ringtones
Shopping List (Official Video): Leo Grewal | Yo Yo Honey Singh | Leonization | Bhushan Kumar,https://www.youtube.com/watch?v=dzuZ-_xscps,3,Music,T-Series
Your Life as a Woman Caught in War (WWII Korea/China),https://www.youtube.com/watch?v=iMs_iC2Y6xM,2,Entertainment,Brass & Blood
Dil Luteya - Official Video Song - Jazzy B - Punjabi Popular Songs - Moviebox Record Label,https://music.youtube.com/watch?v=f2LOjT6zRCM,3,Music,Moviebox Record Label
Practice make a man perfect #ycswordcup,https://www.youtube.com/watch?v=pEDEi3-WOrQ,2,Entertainment,mobile Guruz
Indila - Love Story (Official Music Video),https://www.youtube.com/watch?v=DF3XjEhJ40Y,3,Music,IndilaVEVO
L-1.1: Introduction to Operating System and its Functions with English Subtitles,https://www.youtube.com/watch?v=WJ-UaAaumNA,1,Learning,Gate Smashers
Harley in Hawaii Best ringtone,https://www.youtube.com/watch?v=jBSIsoga3qc,3,Music,Indian beauty @
"3 to 8 Decoder Explained: Working, Truth Table, Circuit, and Designing",https://www.youtube.com/watch?v=GMi0iDQeyvY,1,Learning,Engineering Funda
Making A Serrated Edge Steak Knife,https://www.youtube.com/watch?v=cu8NBq3vW-E,2,Entertainment,Andy Alm
Daru Badnaam,https://music.youtube.com/watch?v=9AnI9v5HKRU,3,Music,Param Singh - Topic
Photoreal Volcano! Unreal Engine Workflow Timelapse,https://www.youtube.com/watch?v=yatA45J5stQ,1,Learning,Aziel Arts
Cheques,https://music.youtube.com/watch?v=OEo9mz8pljQ,3,Music,Shubh - Topic
"Lyrical | Bulleya Song with Lyrics | Sultan | Salman, Anushka, Vishal & Shekhar, Irshad Kamil, Papon",https://www.youtube.com/watch?v=_51KXfwcPMs,3,Music,YRF
DB SIGGNATURE (Cardamom Seeds) - Hrithik Roshan | 15 Sec | A luxurious product by DILBAGH | New Ad 2,https://www.youtube.com/watch?v=S0U8LZZuprE,2,Entertainment,DB Siggnature
Chia Seeds Morning Drink #Healthy #morningdrink #chiaseeds #chiaseedsforweightloss #chiaseedsdrink,https://www.youtube.com/watch?v=GzhVhpL-T6U,2,Entertainment,D Anything Cooking 
Nakhre Tere (Official Video) @NikkWorldWide  | Priyanka  | Rox A,https://music.youtube.com/watch?v=bnZUPkQFSdw,3,Music,BANG Music
Happy Birthday yessu😂 #fynnyvideo  #jesusfunny #25december #christmas #funnyvideo,https://www.youtube.com/watch?v=xuuSqau1S70,2,Entertainment,Kartik AK
Object de-structure and JSON API intro | chai aur #javascript,https://www.youtube.com/watch?v=AViTh83k-IE,1,Learning,Chai aur Code
DSTL I UNIT- 4 I Algebraic Structures I Group Theory ONE SHOT I BY GULSHAN SIR I GATEWAY CLASSES,https://www.youtube.com/watch?v=ch0p4VsCGCY,1,Learning,GateWay Classes
L-5.24: Optimal Page Replacement algorithm | Operating System,https://www.youtube.com/watch?v=q2BpMvPhhrY,1,Learning,Gate Smashers
Scientist Creates an Immortal Creature 🧪⚠️ #shorts,https://www.youtube.com/watch?v=8KpMMRQqHpw,2,Entertainment,Joy
https://www.youtube.com/watch?v=5xQZeyAoqyA,https://www.youtube.com/watch?v=5xQZeyAoqyA,4,Others,Unknown
Desi Playlist That Will Make You Dance⚡🖤{Part14}(+Timestamps),https://www.youtube.com/watch?v=2vMAg1c3W-s,3,Music,Pookie Vibes💗
How A Bionic Arm Works 😲 Surgeon Reacts,https://www.youtube.com/watch?v=0294zzoEPHY,2,Entertainment,Dr. Michael Gartner FACS Plastic Surgeon
Shubh - One Love (Official Audio),https://www.youtube.com/watch?v=0pWsCiBvLOk,3,Music,SHUBH
Bro saved everyone 💀,https://www.youtube.com/watch?v=x67BhAX5hTE,2,Entertainment,MrUnknown
KORDHELL - KILLERS FROM THE NORTHSIDE,https://music.youtube.com/watch?v=DK6IRG4CAbw,2,Entertainment,KORDHELL
The Best Gnome Extensions ...,https://www.youtube.com/watch?v=AE1-W2bMVEs,1,Learning,Michael Horn
opening up a nice cube,https://www.youtube.com/watch?v=ylpgziUxWoo,2,Entertainment,Davey RZ
How to Remove a Middle Part - TheSalonGuy,https://www.youtube.com/watch?v=lj8eON9fJz4,2,Entertainment,TheSalonGuy
Aam Jahe Munde,https://music.youtube.com/watch?v=HcfIeq8N1y4,3,Music,Parmish Verma - Topic
How ancient flowers turned into makeup without chemicals #ancient #history #facts #science,https://www.youtube.com/watch?v=EbVtQOPxATY,2,Entertainment,Oldcraft
"Raat Bhar [Slowed & Reverb] - Arijit Singh, Shreya Ghoshal | Diffrent Slowed",https://www.youtube.com/watch?v=AbGnx-a2NEA,3,Music,Different Slowed
Top 10 INSANE Linux Terminal Applications You Should Be Using! (Command Line Sorcery),https://www.youtube.com/watch?v=FXu428tLhdE,1,Learning,Linux Tex
Lec-78: Write-Read Conflict or Dirty Read Problem | Database Management System,https://www.youtube.com/watch?v=r_oI0jLqlVY,1,Learning,Gate Smashers
NoSQL Database Tutorial – Full Course for Beginners,https://www.youtube.com/watch?v=xh4gy1lbL2k,1,Learning,freeCodeCamp.org
CUTE SONG - Aroob Khan ft. Satvik | Rajat Nagpal | Vicky Sandhu | Punjabi Songs 2020,https://music.youtube.com/watch?v=Oozz4APJpiM,3,Music,Desi Music Factory
Fallin For You - Shrey Singhal | Official Video,https://www.youtube.com/watch?v=sVzKavzIKDI,3,Music,Shrey Singhal
Gani (Official Video) | Akhil Feat Manni Sandhu | Latest Punjabi Song 2016 | Speed Records,https://www.youtube.com/watch?v=FNxD8nRCCms,3,Music,Speed Records
KRISHNA 🔥#kalki2898ad #mahabarat,https://www.youtube.com/watch?v=MqIuaLwrgiQ,2,Entertainment,VISAKH KTM
https://www.youtube.com/watch?v=dAUfQGkbqrM,https://www.youtube.com/watch?v=dAUfQGkbqrM,4,Others,Unknown
Prime Intellect is decentralizing training AI models...,https://www.youtube.com/watch?v=umeXzEunuRU,1,Learning,NeuralNine
"Who hasn't learned this spinning fly fan yet!Just handsome, hahahaha something very new fan",https://www.youtube.com/watch?v=T9Cdh2ytmMA,2,Entertainment,owen
Jaadu Teri Nazar - LoFi,https://music.youtube.com/watch?v=wI2sxYte6RA,3,Music,It's DPK - Topic
Lecture-3 I Unit-1 I DAA I Design and Analysis of Algorithm I Nidhi Parashar Ma'am I Gateway Classes,https://www.youtube.com/watch?v=CcJxNMaEavc,1,Learning,GateWay Classes
Nira Ishq,https://music.youtube.com/watch?v=ox7wBgVrCJs,3,Music,Guri - Topic
k-map example,https://www.youtube.com/watch?v=HSlxUjzkzRw,1,Learning,Techno Tutorials ( e-Learning)
Obsessed,https://music.youtube.com/watch?v=n6pM531_rac,3,Music,Riar Saab - Topic
Best Data Structures & Algorithms (DSA) Course - Clear Any FAANG Interview!,https://www.youtube.com/watch?v=rZ41y93P2Qo,1,Learning,Kunal Kushwaha
Burning Honey Drum Survival 😱🔥,https://www.youtube.com/watch?v=xpUcGu-bu_0,2,Entertainment,zufloop
Your Terminal is Boring… Fix It,https://www.youtube.com/watch?v=z3NpVq-y6jU,1,Learning,SleepyCatHey
Tu hai kahan slowed+reverb Raffey   Usama  Ahad,https://www.youtube.com/watch?v=S6rriRluQW0,3,Music,Tune Treasures
"Aasma Aasma (From ""Do Deewane Seher Mein"")",https://music.youtube.com/watch?v=uY4e7oSSPOU,3,Music,Jubin Nautiyal - Topic
Saturday Saturday,https://music.youtube.com/watch?v=DZf7wGCZsAU,3,Music,Badshah - Topic
L-3.5: What is Cache Mapping || Cache Mapping techniques || Computer Organisation and Architecture,https://www.youtube.com/watch?v=m1dA7D6c3C0,1,Learning,Gate Smashers
How Fermented Shark Is Made 🤔,https://www.youtube.com/watch?v=I5L3bvKr_ic,2,Entertainment,Zack D. Films
👁️‍🗨️ She Prayed He Would Stay Blind Forever — But God Had Other Plans #shorts,https://www.youtube.com/watch?v=H7_Sl5qgD2I,2,Entertainment,Curious PM
Viewed ✨ Which duo creates the best magic? 🎶,https://www.youtube.com/post/UgkxPTZrzl20OU5hSCoboVYkbgkQsgSxEx6k,2,Entertainment,Ishtar Punjabi
Java Testing with Selenium Course,https://www.youtube.com/watch?v=QQliGCtqD2w,1,Learning,freeCodeCamp.org
What Is AI? | Artificial Intelligence | What is Artificial Intelligence? | AI In 5 Mins |Simplilearn,https://www.youtube.com/watch?v=ad79nYk2keg,1,Learning,Simplilearn
how to use yolov11 for people counting | yolov11 object tracking and object counting,https://www.youtube.com/watch?v=5nV16SUXK4A,1,Learning,FREEDOM TECH
Na Na Na Na | J Star | Full Official Video | Latest Punjabi Song 2015,https://www.youtube.com/watch?v=lBuLUidR9r0,3,Music,J STAR Productions
"Viewed Here's a megatutorial on how to create a complete *Adventure Game!* 🧭
It will cover everything that you will need in 2 hours of content 📜 

Check it out: https://youtu.be/4r9TYrQu8QY?si=vBaG5T6-9zN7HIgu",https://www.youtube.com/post/Ugkx2tOhtNcDhmNVGXWDNh6Av6QIlNdMrd-e,1,Learning,Gorka Games
He is obsessed with you - Dark Romance Playlist 🥀📖,https://www.youtube.com/watch?v=q_rQFJZCrjs,3,Music,𝐚𝐝𝐞𝐥𝐢𝐧𝐞
Ollama Gets a New App,https://www.youtube.com/watch?v=xN4Q98CbqqE,1,Learning,Sam Witteveen
"Tere Ishk Mein (Audio) | Dhanush, Kriti | AR Rahman | Arijit Singh | Irshad Kamil",https://music.youtube.com/watch?v=YmgHdpl4dBs,3,Music,T-Series
Bapu Zimidar | Jassie Gill | Replay ( Return Of Melody ) |  Latest Punjabi Songs | New Punjabi Songs,https://www.youtube.com/watch?v=jOYR3k1VhUQ,3,Music,Speed Records
Another anime in hindi😏 dub#anime#comedy#harem#viral#shorts,https://www.youtube.com/watch?v=m33X4Y_dGcA,2,Entertainment,Otaku san
Change Your Mesh's Pivot Point in the Engine! #unrealengine5 #modelingmode #pivot #ue5 #blender,https://www.youtube.com/watch?v=f50yoTWThnw,2,Entertainment,Druid Mechanics
Winter colors in molten glass. #GlassBlowing #GlassArt #HandBlownGlass #GlassOrnament,https://www.youtube.com/watch?v=v57pDlHiZtw,2,Entertainment,2BGlass
This is what gallium does to aluminum,https://www.youtube.com/watch?v=BmH6Rr4hwRI,2,Entertainment,NileRed
How to buy Samsung S9 fe plus tablet in just 23k #samsungs9plus #shorts #youtubeshorts,https://www.youtube.com/watch?v=DAcRIdmzfQ0,4,Others,Puma_side
Barbaadiyan,https://music.youtube.com/watch?v=uXlkjqPmZ4A,3,Music,Sachet Tandon - Topic
What is a Perceptron? Perceptron Vs Neuron | Perceptron Geometric Intuition,https://www.youtube.com/watch?v=X7iIKPoZ0Sw,1,Learning,CampusX
Little Krishna | The Attack Of The Serpent King | Episode 1,https://www.youtube.com/watch?v=cgt0tATQV78,2,Entertainment,RelianceEntertainment
Diljit Dosanjh: Do You Know Lyric Video | Latest Punjabi Song,https://music.youtube.com/watch?v=DT9fEmSL_Lw,3,Music,Diljit Dosanjh
"Complete Java, Spring, and Microservices course",https://www.youtube.com/watch?v=4XTsAAHW_Tc,1,Learning,Telusko
Woofer,https://music.youtube.com/watch?v=BwfcBS1gIGY,3,Music,Release - Topic
Guru Randhawa: MADE IN INDIA | Bhushan Kumar | DirectorGifty | Elnaaz Norouzi | Vee,https://www.youtube.com/watch?v=pnMQLrS5sTE,3,Music,T-Series
Palat - Tera Dhyan Kidhar Hain Yeh Tera Hero Idhar Hain | Slowed Reverb | Rigs |,https://www.youtube.com/watch?v=UHwo8jDydFY,3,Music,Rigs
How To Customize Linux Bootloaders ...,https://www.youtube.com/watch?v=Y-TQJYJ8g-U,1,Learning,Michael Horn
📢 AKTU Academic Calendar 2025-26 Out Now – Check Important Dates! INDEPENDENCE DAY OFFER !,https://www.youtube.com/watch?v=qriyZET7kBo,4,Others,GateWay Classes
Shreyas Iyer magician bhi hai 👀😱||#ytshorts #shreyasiyer #trending,https://www.youtube.com/watch?v=HVNrbmgbj1o,2,Entertainment,AJC podcast1
Off shoulder | Tom the mime,https://www.youtube.com/watch?v=i0fJKeU13Uw,2,Entertainment,MaR Leh
Best songs for ringtone #shorts #songs #tseries,https://www.youtube.com/watch?v=5vxSe2tqqqY,3,Music,Sharlong
3.9 Designing of NFA Questions | Accept a String with Specific Length | Theory of Computation,https://www.youtube.com/watch?v=8JJbHWjRNjg,1,Learning,KnowledgeGATE by Sanchit Sir
Python Tutorial: Make Your Own Text Editor,https://www.youtube.com/watch?v=xqDonHEYPgA,1,Learning,Make With Data
👏👏हनुमान चालीसा का संकल्पका चमत्कार देखिए #ram #ram #motivation #hamareramji #shreeramjanki 💯✅️💯✅️🕉,https://www.youtube.com/watch?v=DHAUeHPGMc8,2,Entertainment,Astro Baba ji Bala ji
Jameen Asmaan,https://music.youtube.com/watch?v=fQP3xZ7lWK8,3,Music,Suvitzz - Topic
Build a Complete URL Shortener with Spring Boot & PostgreSQL | System Design + Code Walkthrough,https://www.youtube.com/watch?v=kCU15VO8ArM,1,Learning,Dev Portal
Flying Squirrels Glow Under UV Lights,https://www.youtube.com/watch?v=-d6EiFxbmWY,2,Entertainment,Odd Animal Specimens
Minecraft Python Tutorial 1 - House,https://www.youtube.com/watch?v=4cFI4ZT6aH8,1,Learning,Learn Learn Scratch Tutorials
Tum se hi x Dil kyu ye mera - Lofi mix (slowed & reverbed),https://www.youtube.com/watch?v=_daBK4askRg,3,Music,Ricky Roy
Happy Birthday Yeshu🤣 | happy birthday ishu | jesus happy birthday song #christmas #youtubeshorts,https://www.youtube.com/watch?v=gKkPve9l_LU,2,Entertainment,Ashish Rathore vlogs
Girlfriend visits a Bachelor’s Flat #ytshorts #shorts #viralshorts,https://www.youtube.com/watch?v=PIgq3Z9CFRo,2,Entertainment,Oye Bora
Mi Amor,https://music.youtube.com/watch?v=NG49V45LcXY,3,Music,40K - Topic
Give Your Linux Terminal A Stunning Makeover,https://www.youtube.com/watch?v=ffmm80_Cii4,1,Learning,It's FOSS - Linux Portal
How to format your SSD/HDD when it can't be formatted? [Force Format Command],https://www.youtube.com/watch?v=Pi53OVDvtvM,1,Learning,Tech Notice
VAL EP7323 ISOGP23 1920x1080 01m00s en US delivery v001,https://www.youtube.com/watch?v=qmYW7j6Q3Ho,1,Learning,Unknown
Chandigarh Ka Chokra,https://music.youtube.com/watch?v=UO8bozwVB3Q,3,Music,Sunanda Sharma - Topic
My Full Coding Setup - Arch Linux & Software,https://www.youtube.com/watch?v=t_TCYhaHQSM,2,Entertainment,NeuralNine
https://www.youtube.com/watch?v=SVGjobDQUuU,https://www.youtube.com/watch?v=SVGjobDQUuU,4,Others,Unknown
right way to do shoulder exercise by zigzag rod @aryanfitness04 #bestexercise #fitness #fitnessadd,https://www.youtube.com/watch?v=42FA-iJnG7Y,2,Entertainment,Aryanfitness04
1k Subscribers Kara do Mera Yasu yasu #yashu  #christmas #jesus #trending #trendingshorts,https://www.youtube.com/watch?v=gd7EIZ7nJgs,2,Entertainment,Shadow Prime112
Ishare Tere,https://music.youtube.com/watch?v=Mbz8Gox1YJk,3,Music,Guru Randhawa - Topic
#denzelwashington #knowledge_441 #fact #shorts #trend,https://www.youtube.com/watch?v=y2M2MY1Siz8,2,Entertainment,Knowledge Nuggets
The Body's Weirdest Reflex Involves Testicles,https://www.youtube.com/watch?v=Y3As22mlpGM,2,Entertainment,Institute of Human Anatomy
How to Create Endless AI Videos from Any Image (Free Tools 2025),https://www.youtube.com/watch?v=KJbWKtXq6m4,1,Learning,Caspian Online
Rooh - Tej Gill Song | Slowed And Reverb Lofi Mix,https://www.youtube.com/watch?v=YC41JJn2prQ,3,Music,Indian Slowed And Reverb
Jab mummy mannat man le 🤣,https://www.youtube.com/watch?v=XYFAIwoHHbw,2,Entertainment,The Asstag Lite
L-5.21: Numerical on Translation Lookaside Buffer (TLB) | Operating System,https://www.youtube.com/watch?v=Z4vzWxCcDCY,1,Learning,Gate Smashers
"Nain Matakka (From ""Baby John"")",https://music.youtube.com/watch?v=XKfUu04xzWw,3,Music,Thaman S - Topic
Building an Operating System from Scratch - Day 15 (real and protected modes),https://www.youtube.com/watch?v=JKxGZ3gkfGs,1,Learning,kiahjh
Zaalima ( slowed + reverb ),https://www.youtube.com/watch?v=9tGPWhNxSEo,3,Music,Pradabae
Needle Found Inside Patient’s Gallbladder,https://www.youtube.com/watch?v=vD8UDtphkMk,2,Entertainment,Freddie Highmore Central
Dard Hua X Nain Tere (Slowed + Reverb) - Shubh Ft Sonam Bajwa | Thorfinn,https://www.youtube.com/watch?v=YtpJJtAXT8c,3,Music,Thorfinn
Save the little girl.#shorts #love #family,https://www.youtube.com/watch?v=sJ27oFXHLuI,2,Entertainment,Ruthledge Thoams
He Fell Into Boiling Water 😱,https://www.youtube.com/watch?v=CT2tUWqzy2M,2,Entertainment,Zack D. Films
Raftaarein (Ra.One) - Vishal Dadlani (Audio edit) #raone #vixauds,https://www.youtube.com/watch?v=FaASNbIyGbw,3,Music,Vixauds
Kangana Tera Ni - ABEER  ARORA | Hardbazy | Laung Mare Lashkare (Official Video),https://www.youtube.com/watch?v=tA8h_exda3E,3,Music,ABEER ARORA
Impaled by a Beach Umbrella 😱,https://www.youtube.com/watch?v=0t5Ieo7eCrQ,2,Entertainment,Posit Pixel
Loyalty Test  #motivation,https://www.youtube.com/watch?v=dby0mOdx-7Y,2,Entertainment,Bold Vision 101
Data Structure Aktu | One shot of Unit 5 | GRAPH | Data Structure | Aktu Exam | B-Tech 2nd year,https://www.youtube.com/watch?v=ZYKhSzbyfVY,1,Learning,Multi Atoms Plus
Most unique eggs in the world part 2 #facts #animalfacts #wildlife,https://www.youtube.com/watch?v=yN7oG5MA8ac,2,Entertainment,FactPaw
The Day the Earth Stood Still (2008) | GORT Unleashes Nanotech Apocalypse 🤖🦠💥,https://www.youtube.com/watch?v=uxETTus-oGw,2,Entertainment,Astra Quasar
Apple Image Candy 🍏🍭,https://www.youtube.com/watch?v=UeZzqBbidIk,2,Entertainment,Rocks & Rolls Candy
L-2.4: Recurrence Relation [ T(n)= 2T(n/2) +n] | Substitution Method | Algorithm,https://www.youtube.com/watch?v=VHGisohk3Ck,1,Learning,Gate Smashers
Art Of Handwritten Posters 😱🙏🏻,https://www.youtube.com/watch?v=l_zDBZAfor0,2,Entertainment,Street Food Nation 
"Ishq Sufiyana Lyrical | The Dirty Picture | Emraan Hashmi,Vidya Balan | Vishal - Shekhar",https://www.youtube.com/watch?v=5RT6QMKJTjQ,3,Music,T-Series
"Saiyaara Title Song | Ahaan Panday, Aneet Padda | Tanishk Bagchi, Faheem A, Arslan N | Irshad Kamil",https://www.youtube.com/watch?v=BSJa1UytM8w,3,Music,YRF
Shubh - Fell For You (Official Audio),https://www.youtube.com/watch?v=SiKfBBoF51w,3,Music,SHUBH
Full Adder Implementation using 4 to 1 Multiplexer: Designing and Circuit,https://www.youtube.com/watch?v=bgRvQas0ZHI,1,Learning,Engineering Funda
IIT baba abhey singh on OSHO and Krishnamurthy #sanatan #osho #krishnamurti,https://www.youtube.com/watch?v=B4Ds7S0XTXA,4,Others,Priyvadini Gyan
WILL SHE BECOME A GAZILLIONAIRE???,https://www.youtube.com/watch?v=siqMgSZvA6k,2,Entertainment,Lock Hub
Dhun (Movie: Saiyaara),https://music.youtube.com/watch?v=Wqu4MRQOgyo,3,Music,Arijit Singh - Topic
क्या पृथ्वी शेषनाग के सिर पर टिकी हुई है? #mahakumbh2025 #iitbaba #iitianbaba #prayagraj #trending,https://www.youtube.com/watch?v=a6niq9qRfJE,2,Entertainment,The Sach Entertainment
YO YO HONEY SINGH X KALAASTAR - COMEBACK MEGA NONSTOP MASHUP #2023 | HONEY SINGH 3.0 | DJ DELHIWALA,https://www.youtube.com/watch?v=7IUXhyiwwqc,3,Music,Dj DeLhiwala
"Mera Hua (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)",https://music.youtube.com/watch?v=myF4Y9rsRA8,3,Music,Annkur R Pathakk - Topic
What Happen To Indian Spy In Pakistani Jail (True Story),https://www.youtube.com/watch?v=Gi_U4GMhxDE,2,Entertainment,Gopal Gupta
Turing Machine for a^nb^nc^n | Design Turing Machine | Short Tricks with solved Examples| TOC | FLAT,https://www.youtube.com/watch?v=HStJcOxJmU0,1,Learning,CSE ACADEMY
How Normal People Use Guns vs Experts,https://www.youtube.com/watch?v=zDRmhKN-1vc,2,Entertainment,Military Madness
"Aayi Nai (From ""Stree 2"")",https://music.youtube.com/watch?v=gcYGwcUmjZo,3,Music,Sachin-Jigar - Topic
UNIT-4 I ONE SHOT I Memory  I  COA I GATEWAY CLASSES I AKTU I RGPV,https://www.youtube.com/watch?v=4xNJtQAnlSE,1,Learning,GateWay Classes
Ashutosh Shashamk Shekhar,https://music.youtube.com/watch?v=Do3qw0LE0f0,2,Entertainment,Shekhar Sen - Topic
U2 L4.2| 4:1 multiplexer using Gates | 4:1 multiplexer using nand | 4 X 1 Multiplexer using Gates,https://www.youtube.com/watch?v=BMeAZfhMGGg,1,Learning,Techno Tutorials ( e-Learning)
#teamcrazyy,https://www.youtube.com/watch?v=DRwhI0AeIG4,2,Entertainment,Sourav joshi daily 
DARU BADNAAM  ( slowed + reverb  ),https://www.youtube.com/watch?v=lAWZL8Ka3O8,3,Music,Facts
You’re Using Gemini 3.0 Wrong (Enable These Settings),https://www.youtube.com/watch?v=QzZIuVj2jkw,1,Learning,Parker Prompts
Silicone ear wax tool cleaning iPad close-up #urday #closeup #satifying,https://www.youtube.com/watch?v=mFKwR4s56Hw,2,Entertainment,UrDay
Master JDBC in One Shot 🚀: Complete Tutorial for Java Database Connectivity! 🔥,https://www.youtube.com/watch?v=TcJZQvDE1ow,1,Learning,Indian Programmer
Dil Mein Chhupa Loonga (slowed + reverb),https://www.youtube.com/watch?v=d4j1qbPg6qQ,3,Music,baddie's slowed
"L-3.8: Semaphores | Wait, Signal Operation | Counting Semaphore | Example| Operating system",https://www.youtube.com/watch?v=eoGkJWgxurQ,1,Learning,Gate Smashers
O Re Piya (Lofi Edit) | Madhuri Dixit | Slowed & Reverbed | Happy Pills,https://music.youtube.com/watch?v=h0cWNEMyl0k,3,Music,Happy Pills
3.5 Designing of Non Deterministic Finite Automata NFA | Theory of Computation | Automata Theory,https://www.youtube.com/watch?v=RPqU9s9bPVA,1,Learning,KnowledgeGATE by Sanchit Sir
Jeena Jeena,https://music.youtube.com/watch?v=AsLPGPs5iQk,3,Music,Sachin-Jigar - Topic
"‘मेरी वाइफ को कोई होटल ले जाए, मुझे बर्दाश्त नहीं...' Varanasi के राहुल ने दे दी जान | Rahul Mishra",https://www.youtube.com/watch?v=MVDkKSi2sIQ,2,Entertainment,IBC24 Digital
Underground mining  3000feet boom #mining #treasuresearch #minecraft  #treasuresearch,https://www.youtube.com/watch?v=GrLSKqLDiPw,2,Entertainment,Hidden Treasure 
IIT baba got beaten up at news studio,https://www.youtube.com/watch?v=WhP8ofdHK_E,4,Others,Gangsta Perspectives
5 Awesome Machine Learning Project Ideas For Your Resume,https://www.youtube.com/watch?v=gq5fznywUtM,1,Learning,NeuralNine
Viewed Konsa python icon asli hai?,https://www.youtube.com/post/UgkxvfenCTxI_siC2hxCMkvOgzDLtrIVkOuM,2,Entertainment,5 Minutes Engineering
Shri Hari Stotram with Lyrics ,https://music.youtube.com/watch?v=ySfTwxAyGZQ,3,Music,Rashmirekhapanda18
My whole life in tree years #perspective,https://www.youtube.com/watch?v=c_L8TTdMlg4,2,Entertainment,Dakota Adan
https://www.youtube.com/watch?v=uVGAFUqLUmE,https://www.youtube.com/watch?v=uVGAFUqLUmE,4,Others,Unknown
Viewed a post,https://www.youtube.com/post/UgkxVrzqSgJ8uoK657wVUr6fgP5L1OGpGM7Z,2,Entertainment,NEEV
Excuses,https://music.youtube.com/watch?v=x18b0D8sTwo,3,Music,AP Dhillon - Topic
Satisfya,https://music.youtube.com/watch?v=OfGtIdG09HA,3,Music,Imran Khan - Topic
Gani - Akhil Feat . Manni Sandhu ( Slowed + Reverb ) Lofi Song,https://www.youtube.com/watch?v=XdczYHbc3AM,3,Music,MR. SURAJJJ
https://www.youtube.com/watch?v=f74mWipgfkc,https://www.youtube.com/watch?v=f74mWipgfkc,4,Others,Unknown
Full Video: Aa Toh Sahii Song | Judwaa 2 | Varun | Jacqueline | Taapsee | Meet Bros | Neha Kakkar,https://www.youtube.com/watch?v=AYmy75tnmTU,3,Music,T-Series
